thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,item2.stopped,sound_2.stopped,image_L.started,image_R.started,key_resp.started,sound_1.stopped,item1.stopped,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,186.2312900996767,186.34028339991346,186.2734348210506,188.2730801999569,188.2731000399217,190.85593069996685,190.85593069996685,191.32249279972166,191.32249279972166,191.82237549964339,188.67304989974946,188.72302369959652,192.2403243998997,w,0,415.4894002713263,None,1.871,2.55102482280833,1.363455276754853,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,193.00269979983568,193.12200219975784,193.05533136054873,199.72078129975125,199.7207333398983,203.93661669967696,203.93661669967696,204.4032220998779,204.4032220998779,204.90308910002932,200.0540729998611,200.10403699986637,206.82088919961825,w,1,1905.7020000182092,None,6.471,4.176246048339957,1.549477670879138,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,207.66040709987283,207.76911769993603,207.70231942087412,211.60166559973732,211.60162363993004,214.05104879988357,214.05104879988357,214.5343677997589,214.5343677997589,215.0342485997826,212.01824449980631,212.05161129962653,215.53581020003185,w,1,491.2453000433743,None,3.77452760626158,2.436,1.549477670879138,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,216.41621599998325,216.51732879970223,216.46720074070618,222.01614219974726,222.0162047399208,229.49797909986228,229.49797909986228,229.96454870002344,229.96454870002344,230.46439730003476,222.4660392999649,222.4994247998111,230.68289669975638,p,1,214.23579985275865,None,5.468459528607316,7.456,1.363455276754853,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,231.5015895999968,231.63084659958258,231.5473752808757,234.99678359972313,234.99683293979615,239.52921169996262,239.52921169996262,239.9957740996033,239.9957740996033,240.49570319987833,235.3800990995951,235.44672159990296,240.8980350997299,p,1,385.64859982579947,None,3.3033720113797407,4.504,1.363455276754853,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,241.74072590004653,241.86210969975218,241.77865892089903,249.29385639959946,249.29381853993982,255.25928759993985,255.25928759993985,255.74251789972186,255.74251789972186,256.2424088995904,249.69377149967477,249.76042199973017,256.7109139999375,w,1,464.16239999234676,None,7.396,5.9385230571388865,1.2454275126723697,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,257.59642709977925,257.70865299971774,257.6419789409265,261.341387799941,261.3413427397609,264.27409709990025,264.27409709990025,264.7407123995945,264.7407123995945,265.2405750998296,261.77458279998973,261.824626499787,265.975167399738,w,1,718.7146004289389,None,3.6154760692878893,2.903,1.2454275126723697,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,266.8561192997731,266.9569566999562,266.8900728006847,270.43957189982757,270.4394587399438,273.4221545998007,273.4221545998007,273.9054936999455,273.9054936999455,274.4053394999355,270.8727815998718,270.92268669977784,274.8076347997412,p,0,399.6020997874439,None,3.456,2.958648928421628,1.1681007390909666,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,275.6197632998228,275.7217611996457,275.6550259408541,278.37115459982306,278.3711846396327,281.5705436998978,281.5705436998978,282.0370875997469,282.0370875997469,282.53697749972343,278.7211046000011,278.77112769987434,282.73850600002334,p,1,189.57339972257614,None,2.549,3.1745947298018704,1.2454275126723697,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,283.64965459983796,283.7533037997782,283.68662758078426,286.2529324996285,286.25291923992336,289.40229929983616,289.40229929983616,289.8688304997049,289.8688304997049,290.3687096997164,286.71952899964526,286.76942169992253,291.17025520000607,w,0,795.4106000252068,None,2.507,3.122286774269631,1.2454275126723697,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,292.0514779998921,292.1517953998409,292.1015514410101,296.000869799871,296.0009520398453,301.2331747999415,301.2331747999415,301.6996938996017,301.6996938996017,302.199683399871,296.43410479975864,296.467499199789,302.85207589995116,p,1,650.3729997202754,None,3.815306661455909,5.202,1.363455276754853,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,303.7412830996327,303.8492980999872,303.78252434078604,306.54869569977745,306.5487264399417,310.2312905997969,310.2312905997969,310.71457189973444,310.71457189973444,311.21443239971995,306.9986388999969,307.0486961998977,311.8992800996639,w,0,674.3041998706758,None,2.6858233360729598,3.662,1.363455276754853,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,312.6504617999308,312.74744479963556,312.69737662095577,317.896296299994,317.8963768398389,325.64482049969956,325.64482049969956,326.1113219000399,326.1113219000399,326.61120919976383,318.21297839982435,318.2462876997888,326.6626455998048,p,1,41.57890006899834,None,4.986196410056329,7.726,1.549477670879138,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,327.41352049959823,327.52783829998225,327.4609453207813,332.57669889973477,332.5766620398499,340.20846679992974,340.20846679992974,340.69169699959457,340.69169699959457,341.19156589964405,332.9099779999815,332.94329399988055,342.2264876998961,p,1,1023.4179999679327,None,4.912623229788866,7.612,1.549477670879138,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,343.0165594997816,343.1411894997582,343.0577485007234,346.6736917998642,346.67373933969066,351.3894466999918,351.3894466999918,351.87272410001606,351.87272410001606,352.3725541997701,347.02367169968784,347.09033329971135,355.40662989998236,w,0,3019.640900194645,None,3.44639100387953,4.699,1.363455276754853,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,356.2247000997886,356.3217281997204,356.2716770810075,362.9704420999624,362.97040223982185,367.2362214997411,367.2362214997411,367.70273569971323,367.70273569971323,368.2026537996717,363.35367839969695,363.3870521998033,372.7204331997782,p,0,4501.596000045538,None,6.56,4.23368475925052,1.549477670879138,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,373.5026277997531,373.6015025996603,373.53478726092726,378.26728789974004,378.2672745399177,386.71554989973083,386.71554989973083,387.19870449975133,387.19870449975133,387.69866059999913,378.6171928998083,378.6505107996054,388.000878599938,p,1,293.82870020344853,None,4.542413751469323,8.432,1.8562818055208035,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,388.8096272996627,388.91508969990537,388.8483485407196,393.4308123998344,393.4308617399074,401.67907859990373,401.67907859990373,402.1623270995915,402.1623270995915,402.6621949998662,393.79733669990674,393.84736719960347,403.04676949977875,p,1,380.33280009403825,None,4.430361799345791,8.224,1.8562818055208035,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,403.88010679977015,403.9952275999822,403.9285063208081,406.56143869971856,406.56140603963286,408.2110752998851,408.2110752998851,408.67761030001566,408.67761030001566,409.1775805996731,406.9779890999198,407.0115114999935,409.82919319998473,w,1,641.4276002906263,None,2.5070548714824454,1.618,1.549477670879138,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,410.4690065998584,410.57734469976276,410.51050374051556,416.0761096999049,416.0761259398423,424.22443800000474,424.22443800000474,424.6910152998753,424.6910152998753,425.1909090997651,416.2760720998049,416.3260690998286,425.5424820999615,p,1,349.70409981906414,None,5.239830268346794,8.119,1.549477670879138,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,426.3530401997268,426.45735029969364,426.3905471409671,429.73997879959643,429.7399752396159,432.1061586998403,432.1061586998403,432.5727009996772,432.5727009996772,433.0726608997211,430.1065485998988,430.1565502998419,433.7580129997805,p,0,672.7340999059379,None,3.19,2.3396440311503937,1.363455276754853,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,434.6573311998509,434.77227559965104,434.70554678095505,438.7380821998231,438.73807743983343,441.3375361999497,441.3375361999497,441.8207958997227,441.8207958997227,442.3206174997613,439.2046837997623,439.25466039963067,443.405394599773,w,1,1076.9433001987636,None,3.9806081364885055,2.569,1.549477670879138,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,444.23645679978654,444.3536645998247,444.28681752085686,448.2194810998626,448.2194327400066,450.7023459998891,450.7023459998891,451.168888699729,451.168888699729,451.6687625995837,448.6194690996781,448.66937319980934,451.9536448996514,w,1,267.4520998261869,None,3.801,2.453084721023053,1.549477670879138,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,452.8059838996269,452.91862509958446,452.85175006091595,459.5504794996232,459.5504711396061,464.41615589987487,464.41615589987487,464.8993769995868,464.8993769995868,465.3992451997474,459.9671226995997,460.0170322996564,465.7177038998343,w,1,316.0524000413716,None,6.597,4.838442530877477,1.363455276754853,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,466.53580509964377,466.63238879991695,466.5822629807517,470.6981713999994,470.69819243997335,473.6311200996861,473.6311200996861,474.11411309987307,474.11411309987307,474.61403409997,471.08142919978127,471.11474949959666,476.5987501000054,w,1,1978.9782003499568,None,3.9744721317403964,2.915,1.363455276754853,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,477.465567599982,477.56339979963377,477.5133669008501,484.86192089971155,484.86197413969785,490.7107611997053,490.7107611997053,491.1773063996807,491.1773063996807,491.6772170998156,485.29514629999176,485.32849529990926,492.1620294000022,w,1,469.0585997886956,None,7.254,5.8245059838406545,1.2454275126723697,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,493.07655279990286,493.17689929995686,493.12676302110776,499.09230709960684,499.0922916396521,506.49079919978976,506.49079919978976,506.9740921999328,506.9740921999328,507.4739275998436,499.57562919985503,499.6088783997111,507.6926849996671,p,1,212.44430029764771,None,5.921661377284923,7.375,1.2454275126723697,,,,,SPA1216,001,2025-03-20_14h18.27.128,Time estimation,2023.2.3,60.022532532460346,2025-03-20 14h19.01.811079 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.69278689986095,507.70716689992696,510.70660309959203,510.69084689999,,,,,,,,
