thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,item2.stopped,sound_2.stopped,image_L.started,image_R.started,sound_1.stopped,key_resp.started,item1.stopped,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,177.3537441999979,177.46064079999996,177.4073514999909,180.84307780000017,180.84296138999815,183.7424968999985,183.7424968999985,184.22572279999804,184.22572279999804,181.35956369999985,184.7255785999987,181.39294689999952,184.94472769999993,w,1,209.46830000320915,None,3.42732907602438,2.879,1.190458171595825,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,185.97692929999903,186.07556569999724,186.02189694999288,190.67442989999836,190.67437648999947,194.65722470000037,194.65722470000037,195.14009739999892,195.14009739999892,191.27478630000041,195.64004249999925,191.3075480999978,196.52495569999883,w,1,870.3975999997056,None,4.718,3.9631799861354713,1.190458171595825,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,197.51659219999783,197.6063611999998,197.5530206799907,203.57178999999815,203.5718592899986,208.9373959000004,208.9373959000004,209.4039935999972,209.4039935999972,204.12181479999708,209.90393869999752,204.1551116999981,210.57236099999864,w,1,665.2264999975159,None,6.039,5.337815064831828,1.1313617887940566,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,211.54937749999954,211.65359389999867,211.60030107999262,217.1690877000001,217.16908118999817,223.51809709999725,223.51809709999725,224.0008885999996,224.0008885999996,217.7355760999999,224.50095750000037,217.75235509999766,224.85265470000013,p,1,335.68169999853126,None,5.59149165426828,6.326,1.1313617887940566,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,225.879573299997,225.98391229999834,225.93049094999333,233.06605219999983,233.0659102900001,239.69818929999747,239.69818929999747,240.18128309999884,240.18128309999884,233.66596769999887,240.68107389999932,233.69919669999945,241.13283469999806,w,1,445.2458999985538,None,7.208,6.604923887800809,1.091307049474569,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,242.0896937999969,242.18082890000005,242.12746229999175,244.94693159999952,244.94685488999784,248.02958489999946,248.02958489999946,248.49607399999877,248.49607399999877,245.44679729999916,248.99596839999867,245.49673669999902,249.53101559999777,w,0,524.6642999991309,None,2.803,3.0589336596772165,1.091307049474569,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,250.58832880000045,250.67890609999813,250.6254363399923,257.1444706999973,257.1444399900003,263.0098227999988,263.0098227999988,263.49308419999943,263.49308419999943,257.76098379999894,263.99301039999773,257.79426949999834,264.1947330999974,w,1,185.7573000015691,None,6.612,5.844284353149205,1.1313617887940566,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,265.124511799997,265.22608089999994,265.17290900999325,270.741791299999,270.741643489998,277.0404180000005,277.0404180000005,277.50710679999975,277.50710679999975,271.24147939999966,278.00684329999785,271.27495780000027,279.0090315999987,w,0,999.7733000018343,None,5.539342111492146,6.267,1.1313617887940566,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,279.9796205999992,280.0731492999985,280.019881789992,286.1719317999996,286.1719013899976,293.5203139999976,293.5203139999976,294.00356869999814,294.00356869999814,286.7050175999975,294.5034682999976,286.7383919999993,296.1719680999995,w,0,1665.841599999112,None,6.156453183210443,7.329,1.190458171595825,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,297.11641809999855,297.21970650000003,297.1664048999919,301.33547650000037,301.335467889997,306.6678092000002,306.6678092000002,307.1343519000002,307.1343519000002,301.83541069999774,307.6343420999983,301.8687374999972,308.85313920000044,w,0,1209.1972999987775,None,4.150148714247608,5.309,1.2792312674902502,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,309.7868213999973,309.88377649999893,309.8307488099916,316.2493417000005,316.2491723899995,320.78159869999945,320.78159869999945,321.24811620000037,321.24811620000037,316.7323768999995,321.74848310000016,316.7658042999974,322.2170574999982,w,1,458.51219999894965,None,6.382,4.506996581572584,1.4160205991931745,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,323.1563133999989,323.248509699999,323.1946823099923,323.797874099997,323.79756629,324.63072889999967,324.63072889999967,325.09739609999815,325.09739609999815,324.2808522999985,325.59724149999965,324.3309345999987,328.4325680999973,w,0,2829.9994000008155,None,0.567,0.8028836797425298,1.4160205991931745,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,329.2181571999972,329.31304549999913,329.26041379999515,332.3127511999992,332.31261749000004,337.0282840999971,337.0282840999971,337.51148629999807,337.51148629999807,332.6624903999982,338.0114547999983,332.69618919999994,339.6962291999989,p,1,1669.5709000014176,None,2.872,4.6943544344289645,1.63452452452262,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,340.61744819999876,340.7109590999971,340.65779421999247,344.3769141999983,344.37685008999796,346.6430165999991,346.6430165999991,347.12629319999905,347.12629319999905,344.8768779999991,347.6261760999987,344.89347449999696,349.0110136000003,p,0,1368.7510999989172,None,3.676045655651373,2.249,1.63452452452262,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,349.9500146999999,350.04309680000006,349.9891988099942,351.7753531999988,351.7753343899978,355.3082456999982,355.3082456999982,355.7746946999978,355.7746946999978,352.25852680000025,356.2744944999977,352.30856739999945,356.80953020000015,w,0,520.4010999987077,None,1.75,3.5031720808634432,2.0018126176362534,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,357.70619669999724,357.80754700000034,357.754513329994,363.5562833999975,363.55625198999877,365.7392758999995,365.7392758999995,366.2058806999994,366.2058806999994,364.0061399999977,366.70583089999855,364.05617229999916,367.440617799999,w,1,722.4777000010363,None,5.735,2.1515999294646653,2.66545835099879,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,368.39108080000005,368.48863009999695,368.4354488999925,370.6549245999995,370.65492158999876,376.5535901000003,376.5535901000003,377.02018979999775,377.02018979999775,371.15485719999924,377.520214199998,371.2049191999977,380.9545182999973,w,0,3417.7036000000953,None,2.202,5.869339288899336,2.66545835099879,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,381.88840869999694,381.98602609999944,381.93270560999264,387.8680938999969,387.86805868999835,389.8680213999978,389.8680213999978,390.33440269999846,390.33440269999846,388.36790370000017,390.8341865000002,388.4012546999984,392.086016199999,w,1,1243.2565000017348,None,5.911,1.967600975739348,3.0041660239464334,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,393.01354419999916,393.1172579999984,393.0639242099922,402.03201609999815,402.03189259000027,405.03134529999807,405.03134529999807,405.5145205999979,405.5145205999979,402.5316929999972,406.01448569999775,402.56539749999865,407.1994395999973,w,1,1172.7533000012045,None,8.943402253288532,2.977,3.0041660239464334,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,408.1587409999993,408.26411929999813,408.21077108999197,411.5966303999994,411.59654918999985,418.99529549999716,418.99529549999716,419.47847479999837,419.47847479999837,412.14661459999843,419.9783287999999,412.16318559999854,424.1128067999998,w,0,4123.110000000452,None,3.3868414630433863,7.379,2.178726131860124,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,425.08508979999897,425.1940380999986,425.1406739799917,428.55990799999927,428.5598751899972,429.7266505999978,429.7266505999978,430.19304139999804,430.19304139999804,429.0932388000001,430.69282229999953,429.1433698999972,431.82772399999885,w,1,1119.853800002602,None,3.436,1.1437450435866012,3.0041660239464334,,,,,GLE1113,001,2024-09-09_15h41.27.648,Time estimation,2023.2.3,60.14147680998324,2024-09-09 15h41.46.973457 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.82781089999844,431.84254990000045,434.84203720000005,434.82630829999835,,,,,,,,
