measure,age,raw,p,z_raw,z_aligned,ss_1_19
OTm_orientation,9,10,0.99018,2.3331552225672416,2.3331552225672416,17
OTm_orientation,9.25,10,0.99018,2.3331552225672416,2.3331552225672416,17
OTm_orientation,9.5,10,0.99018,2.3331552225672416,2.3331552225672416,17
OTm_orientation,9.75,10,0.99018,2.3331552225672416,2.3331552225672416,17
OTm_orientation,10,10,0.99018,2.3331552225672416,2.3331552225672416,17
OTm_orientation,10.25,10,0.99018,2.3331552225672416,2.3331552225672416,17
OTm_orientation,10.5,10,0.99018,2.3331552225672416,2.3331552225672416,17
OTm_orientation,10.75,10,0.99018,2.3331552225672416,2.3331552225672416,17
OTm_orientation,11,10,0.99018,2.3331552225672416,2.3331552225672416,17
OTm_orientation,11.25,10,0.99018,2.3331552225672416,2.3331552225672416,17
OTm_orientation,11.5,10,0.99018,2.3331552225672416,2.3331552225672416,17
OTm_orientation,11.75,10,0.99018,2.3331552225672416,2.3331552225672416,17
OTm_orientation,12,10,0.99018,2.3331552225672416,2.3331552225672416,17
OTm_orientation,6,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,6.25,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,6.5,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,6.75,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,7,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,7.25,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,7.5,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,7.75,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,8,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,8.25,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,8.5,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,8.75,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,9,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,9.25,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,9.5,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,9.75,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,10,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,10.25,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,10.5,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,10.75,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,11,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,11.25,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,11.5,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,11.75,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,12,10,0.99617,2.6667000630340683,2.6667000630340683,18
OTm_orientation,6,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,6.25,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,6.5,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,6.75,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,7,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,7.25,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,7.5,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,7.75,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,8,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,8.25,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,8.5,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,8.75,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,9,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,9.25,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,9.5,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,9.75,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,10,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,10.25,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,10.5,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,10.75,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,11,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,11.25,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,11.5,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,11.75,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,12,10,0.99865,2.999976992703401,2.999976992703401,19
OTm_orientation,6,2,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,6.25,2,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,6.5,2,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,6.75,2,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,7,3,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,7.25,3,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,7.5,3,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,7.75,3,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,8,3,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,8.25,4,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,8.5,4,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,8.75,4,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,9,4,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,9.25,4,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,9.5,5,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,9.75,5,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,10,5,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,10.25,5,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,10.5,5,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,10.75,6,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,11,6,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,11.25,6,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,11.5,6,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,11.75,6,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,12,6,0.05,-1.6448536269514726,-1.6448536269514726,5
OTm_orientation,6,2,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,6.25,3,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,6.5,3,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,6.75,3,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,7,3,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,7.25,3,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,7.5,4,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,7.75,4,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,8,4,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,8.25,4,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,8.5,5,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,8.75,5,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,9,5,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,9.25,5,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,9.5,5,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,9.75,6,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,10,6,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,10.25,6,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,10.5,6,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,10.75,6,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,11,6,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,11.25,7,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,11.5,7,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,11.75,7,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,12,7,0.1,-1.2815515655446008,-1.2815515655446008,6
OTm_orientation,6,3,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,6.25,3,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,6.5,3,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,6.75,4,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,7,4,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,7.25,4,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,7.5,4,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,7.75,4,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,8,5,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,8.25,5,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,8.5,5,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,8.75,5,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,9,5,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,9.25,6,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,9.5,6,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,9.75,6,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,10,6,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,10.25,6,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,10.5,7,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,10.75,7,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,11,7,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,11.25,7,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,11.5,7,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,11.75,7,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,12,7,0.15,-1.0364333894937894,-1.0364333894937894,7
OTm_orientation,6,3,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,6.25,4,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,6.5,4,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,6.75,4,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,7,4,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,7.25,4,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,7.5,5,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,7.75,5,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,8,5,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,8.25,5,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,8.5,5,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,8.75,6,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,9,6,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,9.25,6,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,9.5,6,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,9.75,6,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,10,7,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,10.25,7,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,10.5,7,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,10.75,7,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,11,7,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,11.25,7,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,11.5,8,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,11.75,8,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,12,8,0.2,-0.8416212335729142,-0.8416212335729142,7
OTm_orientation,6,4,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,6.25,4,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,6.5,4,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,6.75,4,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,7,4,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,7.25,5,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,7.5,5,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,7.75,5,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,8,5,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,8.25,6,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,8.5,6,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,8.75,6,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,9,6,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,9.25,6,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,9.5,7,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,9.75,7,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,10,7,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,10.25,7,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,10.5,7,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,10.75,7,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,11,8,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,11.25,8,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,11.5,8,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,11.75,8,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,12,8,0.25,-0.6744897501960817,-0.6744897501960817,8
OTm_orientation,6,4,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,6.25,4,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,6.5,4,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,6.75,5,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,7,5,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,7.25,5,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,7.5,5,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,7.75,5,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,8,6,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,8.25,6,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,8.5,6,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,8.75,6,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,9,6,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,9.25,7,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,9.5,7,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,9.75,7,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,10,7,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,10.25,7,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,10.5,7,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,10.75,8,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,11,8,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,11.25,8,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,11.5,8,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,11.75,8,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,12,8,0.3,-0.5244005127080407,-0.5244005127080407,8
OTm_orientation,6,4,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,6.25,4,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,6.5,5,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,6.75,5,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,7,5,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,7.25,5,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,7.5,5,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,7.75,6,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,8,6,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,8.25,6,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,8.5,6,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,8.75,7,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,9,7,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,9.25,7,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,9.5,7,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,9.75,7,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,10,7,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,10.25,8,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,10.5,8,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,10.75,8,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,11,8,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,11.25,8,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,11.5,8,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,11.75,8,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,12,9,0.35,-0.3853204664075676,-0.3853204664075676,9
OTm_orientation,6,4,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,6.25,5,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,6.5,5,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,6.75,5,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,7,5,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,7.25,6,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,7.5,6,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,7.75,6,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,8,6,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,8.25,6,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,8.5,7,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,8.75,7,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,9,7,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,9.25,7,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,9.5,7,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,9.75,7,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,10,8,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,10.25,8,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,10.5,8,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,10.75,8,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,11,8,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,11.25,8,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,11.5,8,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,11.75,9,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,12,9,0.4,-0.2533471031357998,-0.2533471031357998,9
OTm_orientation,6,5,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,6.25,5,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,6.5,5,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,6.75,5,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,7,6,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,7.25,6,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,7.5,6,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,7.75,6,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,8,6,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,8.25,7,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,8.5,7,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,8.75,7,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,9,7,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,9.25,7,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,9.5,8,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,9.75,8,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,10,8,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,10.25,8,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,10.5,8,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,10.75,8,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,11,8,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,11.25,9,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,11.5,9,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,11.75,9,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,12,9,0.45,-0.125661346855074,-0.125661346855074,10
OTm_orientation,6,5,0.5,0,0,10
OTm_orientation,6.25,5,0.5,0,0,10
OTm_orientation,6.5,5,0.5,0,0,10
OTm_orientation,6.75,6,0.5,0,0,10
OTm_orientation,7,6,0.5,0,0,10
OTm_orientation,7.25,6,0.5,0,0,10
OTm_orientation,7.5,6,0.5,0,0,10
OTm_orientation,7.75,6,0.5,0,0,10
OTm_orientation,8,7,0.5,0,0,10
OTm_orientation,8.25,7,0.5,0,0,10
OTm_orientation,8.5,7,0.5,0,0,10
OTm_orientation,8.75,7,0.5,0,0,10
OTm_orientation,9,7,0.5,0,0,10
OTm_orientation,9.25,8,0.5,0,0,10
OTm_orientation,9.5,8,0.5,0,0,10
OTm_orientation,9.75,8,0.5,0,0,10
OTm_orientation,10,8,0.5,0,0,10
OTm_orientation,10.25,8,0.5,0,0,10
OTm_orientation,10.5,8,0.5,0,0,10
OTm_orientation,10.75,8,0.5,0,0,10
OTm_orientation,11,9,0.5,0,0,10
OTm_orientation,11.25,9,0.5,0,0,10
OTm_orientation,11.5,9,0.5,0,0,10
OTm_orientation,11.75,9,0.5,0,0,10
OTm_orientation,12,9,0.5,0,0,10
OTm_orientation,6,5,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,6.25,5,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,6.5,6,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,6.75,6,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,7,6,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,7.25,6,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,7.5,6,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,7.75,7,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,8,7,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,8.25,7,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,8.5,7,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,8.75,7,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,9,8,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,9.25,8,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,9.5,8,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,9.75,8,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,10,8,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,10.25,8,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,10.5,9,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,10.75,9,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,11,9,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,11.25,9,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,11.5,9,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,11.75,9,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,12,9,0.55,0.12566134685507413,0.12566134685507413,10
OTm_orientation,6,5,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,6.25,6,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,6.5,6,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,6.75,6,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,7,6,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,7.25,7,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,7.5,7,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,7.75,7,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,8,7,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,8.25,7,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,8.5,7,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,8.75,8,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,9,8,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,9.25,8,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,9.5,8,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,9.75,8,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,10,8,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,10.25,9,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,10.5,9,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,10.75,9,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,11,9,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,11.25,9,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,11.5,9,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,11.75,9,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,12,9,0.6,0.2533471031357998,0.2533471031357998,11
OTm_orientation,6,6,0.65,0.3853204664075676,0.3853204664075676,11
OTm_orientation,6.25,6,0.65,0.3853204664075676,0.3853204664075676,11
OTm_orientation,6.5,6,0.65,0.3853204664075676,0.3853204664075676,11
OTm_orientation,6.75,6,0.65,0.3853204664075676,0.3853204664075676,11
OTm_orientation,7,7,0.65,0.3853204664075676,0.3853204664075676,11
OTm_orientation,7.25,7,0.65,0.3853204664075676,0.3853204664075676,11
OTm_orientation,7.5,7,0.65,0.3853204664075676,0.3853204664075676,11
OTm_orientation,7.75,7,0.65,0.3853204664075676,0.3853204664075676,11
